text,class
 she herd i was a dope boy i herd she was a gold digger all i know is she a real bitch so i fuckers her like a real niggah ,1
 she love it when i talk to her crazy suck a niggah dick with a whole lotta spit let it drip yea catch ,1
 she was mad for like mins got over it and hit him right back up laughing she care about that niggah ,1
 somebody come look at this niggah right here kevin hart voice laughing ,1
 someone let me know why drake so cold he my favorite rapper this niggah hard ,1
 south central niggahs really do not be lovin these hoes these hoes do not be lovin these niggahs we just be ,1
 that fb profile checker thing fake then a mf i just added some bitch yesterday and it had me on the top fuckers for real ,1
 that one niggah that grab the aux cord and start playen weak ass music ,1
 the hoes finna be like owieee trey august and chris brown can have my baby at the same time laughing hoes is not loyal ,1
 these niggahs bitches call they momma tell her come and get emm it is either that it shoot him or shoot whoever with him ,1
 this niggah kevin hart could not sit down laughing my niggah my niggah ,1
 this be me cuh went from it is time to settle down to where the hoes at ,1
 this niggah yanni like hangin up on niggahs in mid sentence ,1
 this niggah pharrell or whatever this niggah name is do not deserve shit for that white ass gay song ,1
 up runnin these k fades with ma niggah tyreon leo ko d laughing ,1
 waaaaittt niggah holllll up these niggahs come to town start wife n my old sluts ,1
 wake up i am blessed steaight kush no stress thankin god for ma success ma bitches say i am the best ,1
 with my bestf shyanna pen and ma main niggah ronnie a jackson iii movie bound after we pick up the homies ,1
 you all complaining about thirst traps for real theirs models that dress just like that ass out and all stfu do not make you a hoe wtf ,1
 you all hoes get turned on for no reason be like owieee he got tats he bang wifi with no password my ,1
 you all like sayin money do not buy happiness but name a niggah sitting in a lambo crying ,1
 you deserve x august alsina i am dedicating that to all my old side hoes ,1
 you gottttta be a mad a madddd niggah sayin ma name i must ve got you madddddd niggah ,1
 you messin with broke niggahs you gon be broke niggah ,1
 you niggahs actin like hoes i can sale those ,1
 you tall tree ass females be talkin bout catching feelings bitch you need to catch this touchdown ,1
 when it comes to pussy i have no fucking friends hostel iii is really what we are watching right now ,1
 good jeter hero for yankees in send off via you ,1
 cause they is not her you i is not eem watchin the awards yet but why hoes hatin on kim k ,1
 damn you whitey you will get a kick out of the newest form of white privilege ,1
 eff it let s go after the cripple you have to see wendy davis new attack ad video ,1
 every bitch got a fat ass or she from it ,1
 forget to salute trash the other guy for the bad war during cairo ii sympathize w pockistan gays hurting morale thanks king ,1
 scandal sex scene airs on abc right after it is the great pumpkin charlie brown making parents angry ,1
 views from the gon be instagram picture titles for a while brace yaself my nigger ,1
 i drowned in ur pussy so i swam ur but easily the most eloquent message sent on xbox live ,1
 u turns on yellow no aceptar este luz rojo lights taking too long make me bilingual ,1
 con t also provide colored stickers to place on the nametags so that members can indicate their preferred pronouns ,1
 looks over at oomf you does pretending to have no bitches really work or nah ,1
 via you charlie angus is sending made in china canadian flag pins back to conservatives ,1
 bows down yes bitchmaster bitch ,1
 does backflip thissssssss you nigger switch up you r opinions like faggots ,1
 gigantic you what a big faggot you chubbs bout to earl ,1
 nicolas cage unrolls dusty secret scroll it says here james madison was a whiny little bitch ,1
 searches my yellow pages app for the nearest jack in the box ,1
 sings i killed that pussy she died with her eyes open ,1
 teachers call you a pussy for not doing senior skip day ,1
 after bo you bruh laughing i retired after mw because everything was trash afterwards ,1
 bitch breathes me could you not ,1
 chops you does bird call flaps hands ,1
 goes to olive garden turns into a cracker you goes black friday shopping turns into a nigger ,1
 karate you karrenchi still a bird ass bitch ,1
 live laughing what s wrong with these bitches man ,1
 loud jamaican horns you then why u still single you all find the ugliest hoes attractive ,1
 makes a wise argument about the accelerated warholian notion of celebrity in the era of vine passing teens mock my old wrinkled balls ,1
 pops that pussy for singles ,1
 pregnant crazy bitch wus the answer we were looking for ,1
 puts people bitch face on ,1
 rubs hands like bird man ,1
 scrolling through fb some hoe says need a man cuddle in the cold with bitch nobody wanna touch you r ass ,1
 squak squak squak squak me bird shut up squak alex that was an act of defiance you ,1
 waits for fanduel to hit me with the jig ,1
 you joe budden makes people delete their twitter accounts laughing he is pussy tho he blocked me ,1
 otakon badge now with what i am going to lovingly refer to as my cripple ribbon ,1
 you me gusta typing like a retard to make the other person look dumber by pretending to agree with them bazinga ,1
 you why not animal crackers i want animal crackers shaped like master chiefs and trolls and gun s and shit thatd rule ,1
 gt you ankle socks in general are for the faggots bro ,1
 you how many hoes do you really have ,1
 can i help you maybe you gotta card for sorry that tranny died in you r motel room now you r wife knows heres an applebees gift card ,1
 you requires soundcloud links and tumblr bitches he might let you play his party then ,1
 i just feel bad for the women that continually flock to such darkness thugs talk the big talk to simple minded hoes and to their own ,1
 but bitches catch feelings after all the damn time ,1
 laughing nah hoes we dealt with it so will you all ,1
 does nobody sell flavored and colored is that you r fucking problem fuckers it i am going now ,1
 is now tweeting from a tablet baller bitch ,1
 aaaaaaaaand it begins you fucking niggers that is all kentucky is and ever will be ,1
 and i am goin back to school only for the hoes and a class or two ,1
 but if a show about was called you all motherfuckers would cry like lil bitches ,1
 if amber rose can rock a bald head and a bald pussy then motherfucker so can i ,1
 you are white aren t you rolls eyes you rip to my nigger trayvon a worthless spear chucker ,1
 you yes indeed camels ostriches and zebras sept ,1
 you loves austin webber such a boon for you ,1
 you really does talk like a buck nigger ,1
 you is running around town delivering food to people if he takes out the trash too he is the perfect boyfriend ,1
 you could you just play minutes of the charlie brown wah wah wah adult sound effect instead ,1
 you does not it always feel like we go into the season with offensive concepts that we inevitably trash and then we get good ,1
 you wow impeachment look at you using you r vocab workshop words guess we were only half wrong about you being a dumb cunt ,1
 you street birds homeless people twittering in amsterdam via you ,1
 you hey you race baiting fbi informant bitch where s you r punk ass speaking for justice on this ,1
 you try visiting you at night for a real spook ,1
 you thank you dawn i see our state bird graces you r avatar ,1
 you klain s real sole job is to dampen down the mushrooming bad pr and political fallout heading into nov election ,1
 you could be wearing a trash bag and she d still be the stylish and coolest human i know ,1
 you al qaeda s market share is dropping faster than viacom amp enron in the jihadi stock market ,1
 you s love of obama is unrequited however obama is clearly putin s bitch ,1
 you with putin pushing for land and china completely revamping their armed forces you are a fucking retard stay out my country ,1
 baby momma no bitch no wife like pac u need a thug in ya life ,1
 good girl is worth hoes ,1
 loyal girl gt oo hoes ,1
 more day bitches ,1
 more game of k then i am finish my new book john grisham cold then a hoe ,1
 thang i know these bitches come n go so keep em out you r bussiness ,1
 time for the lonely hoes watching re runs ,1
 you no i am not crossed eyed i am albino cannot control that ,1
 vader is a sith not a jedi duh vader is also a whiny bitch yoda is motherfucking yoda ,1
 i am too drunk to walk lets drive i got bitches with me all night and the party do not start til the drugs arrive ,1
